id,first_name,last_name,email,signup_date,last_login,amount_spent,is_active,plan
41,Jordan,Lopez,jordan.lopez.41@example.com,2024-08-07,2025-07-08 09:07:18,2801.98,false,Pro
42,Taylor,Kim,taylor.kim.42@example.com,2023-12-12,2023-12-20 13:34:50,1545.38,true,Team
43,Casey,Smith,casey.smith.43@example.com,2025-07-28,2026-04-01 13:57:47,637.80,true,Enterprise
44,Morgan,Singh,morgan.singh.44@example.com,2023-08-29,2024-01-09 22:01:55,8400.63,true,Free
45,Riley,Müller,riley.müller.45@example.com,2023-04-19,2023-07-01 23:59:29,8820.60,false,Pro
46,Avery,Patel,avery.patel.46@example.com,2024-03-16,2024-07-14 10:10:47,6423.09,true,Team
47,Quinn,Brown,quinn.brown.47@example.com,2024-03-03,2025-01-31 17:22:38,888.83,false,Enterprise
48,Sasha,Johnson,sasha.johnson.48@example.com,2024-06-14,2025-01-23 02:48:19,2395.76,true,Free
49,Drew,Garcia,drew.garcia.49@example.com,2023-08-01,2023-08-05 23:29:39,3632.49,true,Pro
50,Alex,Nguyen,alex.nguyen.50@example.com,2024-01-01,2024-12-30 05:28:49,6394.53,true,Team
51,Jordan,Lopez,jordan.lopez.51@example.com,2023-08-03,2024-03-23 03:01:04,1146.33,false,Enterprise
52,Taylor,Kim,taylor.kim.52@example.com,2023-05-08,2023-05-14 11:33:20,7137.42,true,Free
53,Casey,Smith,casey.smith.53@example.com,2025-09-14,2025-10-01 14:09:07,533.80,false,Pro
54,Morgan,Singh,morgan.singh.54@example.com,2023-08-14,2023-11-04 21:07:20,626.19,true,Team
55,Riley,Müller,riley.müller.55@example.com,2024-12-02,2025-05-23 13:38:36,6853.07,false,Enterprise
56,Avery,Patel,avery.patel.56@example.com,2026-01-26,2026-07-21 15:25:29,4085.13,true,Free
57,Quinn,Brown,quinn.brown.57@example.com,2024-04-08,2024-12-29 03:35:20,9368.50,true,Pro
58,Sasha,Johnson,sasha.johnson.58@example.com,2023-08-12,2024-07-15 20:00:11,7581.28,true,Team
59,Drew,Garcia,drew.garcia.59@example.com,2023-10-07,2023-12-21 13:25:32,2995.71,true,Enterprise
60,Alex,Nguyen,alex.nguyen.60@example.com,2024-06-22,2025-01-29 01:00:14,9341.47,false,Free
61,Jordan,Lopez,jordan.lopez.61@example.com,2025-05-11,2026-01-30 17:14:11,3778.18,false,Pro
62,Taylor,Kim,taylor.kim.62@example.com,2026-01-25,2026-03-26 03:10:30,9118.38,true,Team
63,Casey,Smith,casey.smith.63@example.com,2025-02-15,2025-09-14 12:17:19,689.34,true,Enterprise
64,Morgan,Singh,morgan.singh.64@example.com,2023-07-07,2024-01-18 06:40:11,4988.31,true,Free
65,Riley,Müller,riley.müller.65@example.com,2025-12-25,2026-10-31 16:39:29,7765.34,false,Pro
66,Avery,Patel,avery.patel.66@example.com,2024-05-02,2024-12-14 22:55:41,113.15,true,Team
67,Quinn,Brown,quinn.brown.67@example.com,2025-09-13,2026-01-26 02:25:28,7183.90,true,Enterprise
68,Sasha,Johnson,sasha.johnson.68@example.com,2025-12-29,2026-08-13 04:43:37,9711.02,false,Free
69,Drew,Garcia,drew.garcia.69@example.com,2023-08-14,2023-11-29 12:33:16,5402.55,false,Pro
70,Alex,Nguyen,alex.nguyen.70@example.com,2025-04-13,2025-08-11 17:24:01,366.38,false,Team
71,Jordan,Lopez,jordan.lopez.71@example.com,2025-03-10,2025-04-19 19:03:26,7579.33,true,Enterprise
72,Taylor,Kim,taylor.kim.72@example.com,2023-08-06,2024-01-25 03:32:43,7159.24,true,Free
73,Casey,Smith,casey.smith.73@example.com,2025-10-12,2026-05-11 18:34:29,2673.75,true,Pro
74,Morgan,Singh,morgan.singh.74@example.com,2023-06-26,2023-07-03 02:09:12,1630.02,true,Team
75,Riley,Müller,riley.müller.75@example.com,2023-05-26,2023-10-15 03:55:25,5870.38,true,Enterprise
76,Avery,Patel,avery.patel.76@example.com,2023-06-22,2024-03-08 22:39:31,6776.93,true,Free
77,Quinn,Brown,quinn.brown.77@example.com,2025-12-14,2026-04-06 19:39:50,8883.42,true,Pro
78,Sasha,Johnson,sasha.johnson.78@example.com,2025-12-08,2026-05-05 17:44:04,1312.51,true,Team
79,Drew,Garcia,drew.garcia.79@example.com,2025-02-11,2025-05-29 08:26:09,5005.74,true,Enterprise
80,Alex,Nguyen,alex.nguyen.80@example.com,2026-03-15,2026-04-07 03:05:18,4270.28,true,Free
81,Jordan,Lopez,jordan.lopez.81@example.com,2023-09-04,2024-08-15 00:32:30,1985.06,true,Pro
82,Taylor,Kim,taylor.kim.82@example.com,2025-04-19,2025-08-14 03:40:35,2053.46,true,Team
83,Casey,Smith,casey.smith.83@example.com,2024-06-26,2024-11-24 10:29:54,9125.86,true,Enterprise
84,Morgan,Singh,morgan.singh.84@example.com,2023-01-24,2023-09-19 18:29:22,4166.84,true,Free
85,Riley,Müller,riley.müller.85@example.com,2024-12-25,2025-07-27 03:21:59,2175.02,true,Pro
86,Avery,Patel,avery.patel.86@example.com,2024-12-31,2025-12-09 13:02:44,3947.46,true,Team
87,Quinn,Brown,quinn.brown.87@example.com,2024-08-03,2025-05-06 10:16:25,4844.16,false,Enterprise
88,Sasha,Johnson,sasha.johnson.88@example.com,2024-08-22,2025-04-21 17:46:27,7694.51,true,Free
89,Drew,Garcia,drew.garcia.89@example.com,2026-01-01,2026-03-18 03:41:45,8154.10,true,Pro
90,Alex,Nguyen,alex.nguyen.90@example.com,2024-07-10,2025-05-15 16:40:55,855.81,false,Team
91,Jordan,Lopez,jordan.lopez.91@example.com,2025-07-18,2026-04-22 23:09:33,642.45,true,Enterprise
92,Taylor,Kim,taylor.kim.92@example.com,2024-01-14,2024-01-14 23:13:36,5468.36,true,Free
93,Casey,Smith,casey.smith.93@example.com,2026-02-11,2026-11-26 22:28:37,7849.23,true,Pro
94,Morgan,Singh,morgan.singh.94@example.com,2023-09-24,2024-01-02 00:14:26,3238.83,true,Team
95,Riley,Müller,riley.müller.95@example.com,2025-09-12,2026-09-09 10:44:00,9153.33,true,Enterprise
96,Avery,Patel,avery.patel.96@example.com,2026-01-17,2026-04-09 06:43:57,7864.26,true,Free
97,Quinn,Brown,quinn.brown.97@example.com,2025-02-11,2026-02-06 08:03:01,7617.02,false,Pro
98,Sasha,Johnson,sasha.johnson.98@example.com,2025-10-28,2026-06-23 04:43:39,6373.92,true,Team
99,Drew,Garcia,drew.garcia.99@example.com,2024-11-26,2025-10-08 13:01:37,3724.82,true,Enterprise
100,Alex,Nguyen,alex.nguyen.100@example.com,2023-07-05,2024-02-01 21:09:30,9852.25,false,Free
101,Jordan,Lopez,jordan.lopez.101@example.com,2023-08-13,2024-01-18 11:42:33,8792.67,true,Pro
102,Taylor,Kim,taylor.kim.102@example.com,2024-05-16,2025-01-25 14:34:05,790.97,false,Team
103,Casey,Smith,casey.smith.103@example.com,2025-05-11,2025-12-05 07:04:52,823.70,false,Enterprise
104,Morgan,Singh,morgan.singh.104@example.com,2024-09-15,2024-12-01 20:23:45,6024.65,true,Free
105,Riley,Müller,riley.müller.105@example.com,2024-03-29,2025-02-06 18:11:37,3450.76,true,Pro
106,Avery,Patel,avery.patel.106@example.com,2025-09-12,2026-01-30 14:50:11,3694.23,false,Team
107,Quinn,Brown,quinn.brown.107@example.com,2026-02-28,2026-04-08 08:18:17,9244.67,true,Enterprise
108,Sasha,Johnson,sasha.johnson.108@example.com,2024-09-12,2025-05-08 15:36:26,1737.91,false,Free
109,Drew,Garcia,drew.garcia.109@example.com,2023-09-08,2023-11-29 01:08:41,6684.38,true,Pro
110,Alex,Nguyen,alex.nguyen.110@example.com,2024-09-06,2025-06-27 18:35:17,9358.15,false,Team
111,Jordan,Lopez,jordan.lopez.111@example.com,2024-12-01,2025-10-28 14:31:13,9376.44,true,Enterprise
112,Taylor,Kim,taylor.kim.112@example.com,2025-07-29,2026-01-07 08:04:25,3847.87,true,Free
113,Casey,Smith,casey.smith.113@example.com,2025-12-05,2026-06-24 06:20:07,4472.92,true,Pro
114,Morgan,Singh,morgan.singh.114@example.com,2026-02-23,2026-07-03 00:01:59,9978.60,true,Team
115,Riley,Müller,riley.müller.115@example.com,2026-04-06,2026-07-02 22:20:18,3081.45,false,Enterprise
116,Avery,Patel,avery.patel.116@example.com,2023-05-17,2024-05-16 01:40:46,1471.60,true,Free
117,Quinn,Brown,quinn.brown.117@example.com,2024-12-03,2025-03-07 02:46:20,3801.26,true,Pro
118,Sasha,Johnson,sasha.johnson.118@example.com,2024-02-24,2024-07-23 12:06:44,4849.02,true,Team
119,Drew,Garcia,drew.garcia.119@example.com,2024-07-23,2025-05-18 14:53:41,9844.40,true,Enterprise
120,Alex,Nguyen,alex.nguyen.120@example.com,2025-02-12,2025-12-08 15:06:53,8478.77,true,Free
121,Jordan,Lopez,jordan.lopez.121@example.com,2025-12-11,2026-07-14 22:36:10,4098.38,false,Pro
122,Taylor,Kim,taylor.kim.122@example.com,2023-02-01,2023-09-29 09:20:03,4432.68,true,Team
123,Casey,Smith,casey.smith.123@example.com,2024-04-18,2024-12-06 04:14:26,116.48,false,Enterprise
124,Morgan,Singh,morgan.singh.124@example.com,2024-10-09,2025-05-22 20:25:31,1094.94,true,Free
125,Riley,Müller,riley.müller.125@example.com,2024-11-19,2024-11-20 22:34:08,2786.28,true,Pro
126,Avery,Patel,avery.patel.126@example.com,2024-09-14,2025-01-18 20:10:07,2973.42,true,Team
127,Quinn,Brown,quinn.brown.127@example.com,2025-11-25,2026-07-13 18:45:05,8092.78,false,Enterprise
128,Sasha,Johnson,sasha.johnson.128@example.com,2023-01-30,2023-04-30 14:31:53,3280.10,true,Free
129,Drew,Garcia,drew.garcia.129@example.com,2026-03-04,2026-07-17 07:42:50,8276.22,true,Pro
130,Alex,Nguyen,alex.nguyen.130@example.com,2025-05-27,2025-09-24 02:14:31,1048.68,true,Team
131,Jordan,Lopez,jordan.lopez.131@example.com,2024-10-02,2024-10-30 01:46:20,6521.80,true,Enterprise
132,Taylor,Kim,taylor.kim.132@example.com,2026-01-24,2027-01-03 22:02:22,6671.40,true,Free
133,Casey,Smith,casey.smith.133@example.com,2023-09-16,2023-10-06 17:54:17,462.78,true,Pro
134,Morgan,Singh,morgan.singh.134@example.com,2024-03-07,2024-04-08 05:21:52,4236.60,true,Team
135,Riley,Müller,riley.müller.135@example.com,2025-08-13,2026-02-20 02:34:01,3724.42,false,Enterprise
136,Avery,Patel,avery.patel.136@example.com,2023-06-21,2024-05-05 00:05:50,211.34,true,Free
137,Quinn,Brown,quinn.brown.137@example.com,2025-09-03,2026-07-20 02:30:59,7593.04,true,Pro
138,Sasha,Johnson,sasha.johnson.138@example.com,2025-09-18,2026-01-13 19:22:53,6203.47,true,Team
139,Drew,Garcia,drew.garcia.139@example.com,2024-01-05,2024-03-13 08:22:30,8087.97,true,Enterprise
140,Alex,Nguyen,alex.nguyen.140@example.com,2024-04-17,2024-11-23 05:36:40,6552.97,true,Free
141,Jordan,Lopez,jordan.lopez.141@example.com,2024-09-20,2024-10-06 11:42:11,4659.45,true,Pro
142,Taylor,Kim,taylor.kim.142@example.com,2025-09-15,2026-02-09 05:20:33,6780.97,true,Team
143,Casey,Smith,casey.smith.143@example.com,2025-04-02,2025-07-24 19:07:43,2440.55,false,Enterprise
144,Morgan,Singh,morgan.singh.144@example.com,2025-10-02,2026-03-27 02:30:02,2843.82,false,Free
145,Riley,Müller,riley.müller.145@example.com,2023-05-15,2023-09-16 16:29:00,3352.70,true,Pro
146,Avery,Patel,avery.patel.146@example.com,2024-07-18,2024-09-03 02:50:47,9141.54,true,Team
147,Quinn,Brown,quinn.brown.147@example.com,2023-02-08,2024-01-12 16:42:04,985.88,true,Enterprise
148,Sasha,Johnson,sasha.johnson.148@example.com,2026-01-20,2026-03-17 19:36:12,4090.92,true,Free
149,Drew,Garcia,drew.garcia.149@example.com,2023-12-31,2024-07-07 22:49:01,5136.47,false,Pro
150,Alex,Nguyen,alex.nguyen.150@example.com,2025-10-12,2026-03-26 21:50:27,5342.51,true,Team
151,Jordan,Lopez,jordan.lopez.151@example.com,2023-07-13,2024-04-11 22:32:10,4542.50,true,Enterprise
152,Taylor,Kim,taylor.kim.152@example.com,2023-06-09,2023-07-31 12:10:32,6017.13,false,Free
153,Casey,Smith,casey.smith.153@example.com,2024-12-29,2025-12-19 08:20:09,2425.02,true,Pro
154,Morgan,Singh,morgan.singh.154@example.com,2023-11-20,2023-12-25 09:29:29,1909.19,true,Team
155,Riley,Müller,riley.müller.155@example.com,2023-07-15,2023-07-27 04:42:24,3227.85,true,Enterprise
156,Avery,Patel,avery.patel.156@example.com,2025-10-25,2026-04-18 02:15:19,3336.08,true,Free
157,Quinn,Brown,quinn.brown.157@example.com,2024-11-02,2025-02-04 05:33:52,6134.56,true,Pro
158,Sasha,Johnson,sasha.johnson.158@example.com,2023-04-09,2024-01-24 16:20:11,147.87,true,Team
159,Drew,Garcia,drew.garcia.159@example.com,2024-06-04,2024-10-03 23:17:52,477.14,true,Enterprise
160,Alex,Nguyen,alex.nguyen.160@example.com,2024-06-12,2025-02-13 19:31:17,2381.62,false,Free
161,Jordan,Lopez,jordan.lopez.161@example.com,2025-09-12,2025-09-16 12:20:30,4627.95,true,Pro
162,Taylor,Kim,taylor.kim.162@example.com,2025-02-23,2026-02-09 04:32:29,6356.23,true,Team
163,Casey,Smith,casey.smith.163@example.com,2025-05-04,2025-10-18 02:58:36,3825.32,true,Enterprise
164,Morgan,Singh,morgan.singh.164@example.com,2025-02-07,2025-06-02 22:54:11,9347.05,true,Free
165,Riley,Müller,riley.müller.165@example.com,2023-03-17,2023-05-15 11:56:11,6967.87,true,Pro
166,Avery,Patel,avery.patel.166@example.com,2023-01-03,2023-06-17 09:01:29,5012.76,true,Team
167,Quinn,Brown,quinn.brown.167@example.com,2024-10-11,2024-11-21 03:04:22,6887.03,false,Enterprise
168,Sasha,Johnson,sasha.johnson.168@example.com,2025-01-06,2025-12-06 14:59:58,5765.02,true,Free
169,Drew,Garcia,drew.garcia.169@example.com,2025-05-02,2025-12-26 09:01:09,5904.76,true,Pro
170,Alex,Nguyen,alex.nguyen.170@example.com,2025-09-19,2025-10-10 17:49:48,4713.07,true,Team
171,Jordan,Lopez,jordan.lopez.171@example.com,2025-05-24,2026-01-31 11:26:44,9089.36,true,Enterprise
172,Taylor,Kim,taylor.kim.172@example.com,2023-03-09,2023-06-26 21:05:59,6935.53,true,Free
173,Casey,Smith,casey.smith.173@example.com,2025-12-28,2026-12-17 09:21:24,3156.91,true,Pro
174,Morgan,Singh,morgan.singh.174@example.com,2024-03-02,2024-04-05 12:29:41,127.43,true,Team
175,Riley,Müller,riley.müller.175@example.com,2025-07-07,2025-09-14 20:51:55,5104.62,false,Enterprise
176,Avery,Patel,avery.patel.176@example.com,2025-05-21,2026-04-08 16:44:01,9982.69,true,Free
177,Quinn,Brown,quinn.brown.177@example.com,2024-07-09,2024-09-22 23:00:20,3856.67,true,Pro
178,Sasha,Johnson,sasha.johnson.178@example.com,2023-12-12,2024-08-24 00:43:50,9271.72,true,Team
179,Drew,Garcia,drew.garcia.179@example.com,2026-02-21,2026-05-09 14:13:17,8017.36,true,Enterprise
180,Alex,Nguyen,alex.nguyen.180@example.com,2023-02-14,2023-12-29 13:19:59,1290.81,true,Free
181,Jordan,Lopez,jordan.lopez.181@example.com,2023-12-08,2024-04-17 05:03:03,8503.71,true,Pro
182,Taylor,Kim,taylor.kim.182@example.com,2025-09-23,2025-12-21 23:50:48,4961.73,false,Team
183,Casey,Smith,casey.smith.183@example.com,2025-12-02,2026-08-08 13:20:07,4394.85,true,Enterprise
184,Morgan,Singh,morgan.singh.184@example.com,2024-10-15,2024-11-13 20:17:56,9677.37,true,Free
185,Riley,Müller,riley.müller.185@example.com,2025-07-06,2026-05-27 09:41:53,131.87,true,Pro
186,Avery,Patel,avery.patel.186@example.com,2025-06-15,2026-02-20 03:31:52,6192.67,true,Team
187,Quinn,Brown,quinn.brown.187@example.com,2025-04-07,2025-08-13 15:02:44,3931.00,false,Enterprise
188,Sasha,Johnson,sasha.johnson.188@example.com,2024-07-11,2024-11-22 07:18:17,5204.12,true,Free
189,Drew,Garcia,drew.garcia.189@example.com,2023-01-06,2023-04-02 01:21:00,8083.86,true,Pro
190,Alex,Nguyen,alex.nguyen.190@example.com,2025-07-07,2026-05-31 19:52:08,4107.81,true,Team
191,Jordan,Lopez,jordan.lopez.191@example.com,2025-11-03,2026-09-22 09:33:07,6235.51,true,Enterprise
192,Taylor,Kim,taylor.kim.192@example.com,2025-07-08,2026-02-06 12:10:17,666.22,true,Free
193,Casey,Smith,casey.smith.193@example.com,2025-07-23,2026-06-14 02:06:22,7149.81,true,Pro
194,Morgan,Singh,morgan.singh.194@example.com,2026-01-01,2026-03-10 11:57:58,4664.68,true,Team
195,Riley,Müller,riley.müller.195@example.com,2024-04-08,2025-01-23 06:28:36,287.58,false,Enterprise
196,Avery,Patel,avery.patel.196@example.com,2024-05-13,2024-06-17 06:44:48,6541.84,true,Free
197,Quinn,Brown,quinn.brown.197@example.com,2025-09-10,2026-08-10 16:27:09,5969.75,true,Pro
198,Sasha,Johnson,sasha.johnson.198@example.com,2023-07-23,2024-04-13 01:12:49,4952.24,true,Team
199,Drew,Garcia,drew.garcia.199@example.com,2024-10-17,2025-03-01 18:29:13,6936.32,false,Enterprise
200,Alex,Nguyen,alex.nguyen.200@example.com,2025-08-28,2026-08-26 18:51:47,5577.70,true,Free
201,Jordan,Lopez,jordan.lopez.201@example.com,2025-03-30,2025-08-11 15:34:56,5749.78,true,Pro
202,Taylor,Kim,taylor.kim.202@example.com,2024-03-04,2024-10-22 17:38:31,6531.55,true,Team
203,Casey,Smith,casey.smith.203@example.com,2025-10-30,2026-03-17 21:27:54,1265.92,true,Enterprise
204,Morgan,Singh,morgan.singh.204@example.com,2023-04-14,2023-06-08 05:12:22,8411.21,false,Free
205,Riley,Müller,riley.müller.205@example.com,2023-10-02,2023-11-26 19:03:11,8930.48,true,Pro
206,Avery,Patel,avery.patel.206@example.com,2024-01-19,2024-10-26 08:23:15,5841.05,true,Team
207,Quinn,Brown,quinn.brown.207@example.com,2025-06-21,2025-06-29 16:24:05,6568.69,true,Enterprise
208,Sasha,Johnson,sasha.johnson.208@example.com,2024-03-02,2025-02-11 08:39:56,7705.26,true,Free
209,Drew,Garcia,drew.garcia.209@example.com,2024-04-12,2025-02-06 08:51:39,243.86,false,Pro
210,Alex,Nguyen,alex.nguyen.210@example.com,2023-05-24,2024-05-03 01:41:07,5782.14,true,Team
211,Jordan,Lopez,jordan.lopez.211@example.com,2024-11-26,2025-09-01 17:44:16,5698.63,true,Enterprise
212,Taylor,Kim,taylor.kim.212@example.com,2024-05-16,2025-02-14 23:16:56,1944.38,true,Free
213,Casey,Smith,casey.smith.213@example.com,2023-09-20,2024-04-23 13:55:13,465.23,false,Pro
214,Morgan,Singh,morgan.singh.214@example.com,2026-01-29,2026-06-03 09:05:37,2500.26,true,Team
215,Riley,Müller,riley.müller.215@example.com,2023-10-17,2024-05-03 02:43:59,5360.48,true,Enterprise
216,Avery,Patel,avery.patel.216@example.com,2025-12-07,2026-06-05 09:27:10,456.24,true,Free
217,Quinn,Brown,quinn.brown.217@example.com,2024-07-10,2024-10-07 16:55:22,1828.85,false,Pro
218,Sasha,Johnson,sasha.johnson.218@example.com,2023-10-22,2024-03-04 00:20:21,207.95,true,Team
219,Drew,Garcia,drew.garcia.219@example.com,2025-09-16,2026-07-07 18:45:07,5549.33,true,Enterprise
220,Alex,Nguyen,alex.nguyen.220@example.com,2025-05-14,2025-06-17 04:58:35,8319.55,true,Free
221,Jordan,Lopez,jordan.lopez.221@example.com,2025-05-31,2025-12-24 07:08:46,6715.79,false,Pro
222,Taylor,Kim,taylor.kim.222@example.com,2025-01-09,2025-04-24 19:34:30,9109.11,false,Team
223,Casey,Smith,casey.smith.223@example.com,2024-07-18,2024-12-13 10:10:00,8634.52,true,Enterprise
224,Morgan,Singh,morgan.singh.224@example.com,2025-09-15,2026-07-11 13:01:05,9013.70,true,Free
225,Riley,Müller,riley.müller.225@example.com,2024-05-21,2025-02-20 05:13:37,9920.74,false,Pro
226,Avery,Patel,avery.patel.226@example.com,2025-02-28,2025-07-03 12:18:21,7629.21,false,Team
227,Quinn,Brown,quinn.brown.227@example.com,2026-01-13,2026-07-03 13:39:04,6470.19,true,Enterprise
228,Sasha,Johnson,sasha.johnson.228@example.com,2025-03-25,2025-04-04 07:02:59,1128.67,true,Free
229,Drew,Garcia,drew.garcia.229@example.com,2026-01-06,2026-03-24 20:53:51,6486.15,true,Pro
230,Alex,Nguyen,alex.nguyen.230@example.com,2026-04-11,2026-12-30 08:47:35,5810.55,false,Team
231,Jordan,Lopez,jordan.lopez.231@example.com,2023-04-20,2023-10-01 01:11:05,493.23,true,Enterprise
232,Taylor,Kim,taylor.kim.232@example.com,2025-11-22,2026-04-08 10:10:05,9887.07,true,Free
233,Casey,Smith,casey.smith.233@example.com,2026-01-08,2026-04-12 18:16:22,5156.36,true,Pro
234,Morgan,Singh,morgan.singh.234@example.com,2025-07-25,2026-06-06 15:31:53,800.34,true,Team
235,Riley,Müller,riley.müller.235@example.com,2024-09-10,2024-12-25 00:21:26,4233.04,false,Enterprise
236,Avery,Patel,avery.patel.236@example.com,2026-02-04,2026-12-18 20:01:35,8871.81,false,Free
237,Quinn,Brown,quinn.brown.237@example.com,2024-07-08,2025-02-24 16:30:29,1614.30,true,Pro
238,Sasha,Johnson,sasha.johnson.238@example.com,2023-06-08,2024-05-13 11:01:55,4625.90,true,Team
239,Drew,Garcia,drew.garcia.239@example.com,2025-12-05,2026-09-15 18:41:42,245.52,false,Enterprise
240,Alex,Nguyen,alex.nguyen.240@example.com,2025-02-28,2025-06-09 20:45:45,7734.41,true,Free
241,Jordan,Lopez,jordan.lopez.241@example.com,2024-10-25,2025-05-29 01:22:01,3262.37,false,Pro
242,Taylor,Kim,taylor.kim.242@example.com,2025-03-14,2026-03-05 19:51:44,9070.66,true,Team
243,Casey,Smith,casey.smith.243@example.com,2025-06-15,2025-07-02 05:37:29,5480.35,true,Enterprise
244,Morgan,Singh,morgan.singh.244@example.com,2024-02-24,2024-11-10 03:12:47,7594.30,true,Free
245,Riley,Müller,riley.müller.245@example.com,2023-01-09,2023-08-22 21:29:42,6934.08,true,Pro
246,Avery,Patel,avery.patel.246@example.com,2024-07-07,2025-06-08 07:02:42,6286.53,true,Team
247,Quinn,Brown,quinn.brown.247@example.com,2024-12-12,2025-11-19 00:45:07,3558.00,false,Enterprise
248,Sasha,Johnson,sasha.johnson.248@example.com,2023-04-16,2023-07-10 13:51:02,6611.31,false,Free
249,Drew,Garcia,drew.garcia.249@example.com,2023-02-17,2023-12-26 21:21:47,36.48,true,Pro
250,Alex,Nguyen,alex.nguyen.250@example.com,2024-09-25,2025-07-13 04:33:58,7090.60,true,Team
251,Jordan,Lopez,jordan.lopez.251@example.com,2025-09-03,2026-05-22 18:43:34,2369.14,false,Enterprise
252,Taylor,Kim,taylor.kim.252@example.com,2023-07-16,2024-03-11 16:53:41,8802.70,false,Free
253,Casey,Smith,casey.smith.253@example.com,2024-01-09,2024-03-07 11:51:33,8174.67,true,Pro
